,WRIST_x,WRIST_y,THUMB_CMC_x,THUMB_CMC_y,THUMB_MCP_x,THUMB_MCP_y,THUMB_IP_x,THUMB_IP_y,THUMB_TIP_x,THUMB_TIP_y,INDEX_FINGER_MCP_x,INDEX_FINGER_MCP_y,INDEX_FINGER_PIP_x,INDEX_FINGER_PIP_y,INDEX_FINGER_DIP_x,INDEX_FINGER_DIP_y,INDEX_FINGER_TIP_x,INDEX_FINGER_TIP_y,MIDDLE_FINGER_MCP_x,MIDDLE_FINGER_MCP_y,MIDDLE_FINGER_PIP_x,MIDDLE_FINGER_PIP_y,MIDDLE_FINGER_DIP_x,MIDDLE_FINGER_DIP_y,MIDDLE_FINGER_TIP_x,MIDDLE_FINGER_TIP_y,RING_FINGER_MCP_x,RING_FINGER_MCP_y,RING_FINGER_PIP_x,RING_FINGER_PIP_y,RING_FINGER_DIP_x,RING_FINGER_DIP_y,RING_FINGER_TIP_x,RING_FINGER_TIP_y,PINKY_MCP_x,PINKY_MCP_y,PINKY_PIP_x,PINKY_PIP_y,PINKY_DIP_x,PINKY_DIP_y,PINKY_TIP_x,PINKY_TIP_y,GESTURE
2520,0.43349355459213257,0.8818897008895874,0.3822685778141022,0.8558791279792786,0.33425548672676086,0.7929467558860779,0.3154370188713074,0.7303241491317749,0.3460506796836853,0.7027972340583801,0.35318782925605774,0.6541398167610168,0.32500219345092773,0.633078396320343,0.33466362953186035,0.7043527960777283,0.34771981835365295,0.7229375839233398,0.3832007050514221,0.6440870761871338,0.355302095413208,0.6276693940162659,0.36314383149147034,0.7139452695846558,0.3775786757469177,0.728119432926178,0.4158146381378174,0.6507671475410461,0.39279642701148987,0.6234931349754333,0.39424070715904236,0.7050767540931702,0.40616822242736816,0.7277942895889282,0.45001116394996643,0.669829249382019,0.4344194829463959,0.6279810070991516,0.4265778660774231,0.6795188188552856,0.4303674101829529,0.7078970074653625,0.0
2521,0.4376974403858185,0.882468044757843,0.3830726444721222,0.8573998808860779,0.3348800837993622,0.7944176197052002,0.31652379035949707,0.7324546575546265,0.3460681438446045,0.704811692237854,0.35335251688957214,0.6550184488296509,0.3241940140724182,0.634488046169281,0.3345470428466797,0.7054973840713501,0.3483789563179016,0.7222434878349304,0.383588969707489,0.6439958810806274,0.35558849573135376,0.6293168663978577,0.364096075296402,0.7153447866439819,0.3798210620880127,0.7267802953720093,0.4161049723625183,0.6500754952430725,0.39276063442230225,0.6236065030097961,0.3946029841899872,0.7054890990257263,0.40794792771339417,0.7254053354263306,0.44991981983184814,0.6695650815963745,0.43356919288635254,0.6315028071403503,0.4253503382205963,0.6827366352081299,0.4298989474773407,0.7074987888336182,0.0
2522,0.4368685185909271,0.8827029466629028,0.38344764709472656,0.8591693043708801,0.33556804060935974,0.7956193685531616,0.31738075613975525,0.7317532300949097,0.34594807028770447,0.7050454616546631,0.35386723279953003,0.6540678143501282,0.3247523605823517,0.6323939561843872,0.3358370363712311,0.7041172385215759,0.35038456320762634,0.7247651219367981,0.3834567666053772,0.6432313919067383,0.3545476794242859,0.6295080184936523,0.36468809843063354,0.7174117565155029,0.38083481788635254,0.7309261560440063,0.4158877730369568,0.6486460566520691,0.39071419835090637,0.6243985295295715,0.39454615116119385,0.7085281014442444,0.40848594903945923,0.7299341559410095,0.45012766122817993,0.6670365929603577,0.43171653151512146,0.6355732679367065,0.42503029108047485,0.6889855265617371,0.43076831102371216,0.7124752402305603,0.0
2523,0.43575406074523926,0.8862165212631226,0.38396021723747253,0.8623948097229004,0.3363761007785797,0.7985166907310486,0.31749585270881653,0.7348020672798157,0.3467167019844055,0.7059091329574585,0.354487806558609,0.6558554172515869,0.32474806904792786,0.6347803473472595,0.3359040319919586,0.70817631483078,0.35031989216804504,0.7258518934249878,0.3838900327682495,0.6457645297050476,0.35551661252975464,0.6303330659866333,0.3647176921367645,0.7187745571136475,0.37974458932876587,0.7311388254165649,0.4159659147262573,0.6508011817932129,0.3918044865131378,0.6263560652732849,0.3952520787715912,0.7105046510696411,0.4086453914642334,0.7304708957672119,0.4501923620700836,0.6676507592201233,0.43317410349845886,0.6340839862823486,0.42626118659973145,0.6871720552444458,0.43115824460983276,0.7107462286949158,0.0
2524,0.43299776315689087,0.8885905742645264,0.381967693567276,0.8632729053497314,0.33506590127944946,0.7998604774475098,0.31796982884407043,0.7366057634353638,0.34680187702178955,0.7064865827560425,0.35394832491874695,0.65479975938797,0.3234471380710602,0.6364389061927795,0.33517563343048096,0.7108807563781738,0.35007283091545105,0.7292019128799438,0.383771687746048,0.6450207829475403,0.35432741045951843,0.6308947801589966,0.3634582459926605,0.7213186025619507,0.3786916732788086,0.7347019910812378,0.41601040959358215,0.6504477262496948,0.39094504714012146,0.628745973110199,0.39447739720344543,0.7150768041610718,0.4081852436065674,0.7354569435119629,0.4501771926879883,0.6680513620376587,0.43222591280937195,0.6376376748085022,0.4254198670387268,0.69243985414505,0.43073374032974243,0.715380072593689,0.0
2525,0.43096616864204407,0.8897349834442139,0.3807491362094879,0.8633040189743042,0.3341478109359741,0.7979862093925476,0.3172014355659485,0.7350595593452454,0.3464846611022949,0.7087181806564331,0.3541325628757477,0.6587716341018677,0.32393214106559753,0.6382390856742859,0.33525484800338745,0.7108796834945679,0.350663959980011,0.7274820804595947,0.3842464089393616,0.6498833894729614,0.3556177616119385,0.6354659795761108,0.36455029249191284,0.7236533761024475,0.38096529245376587,0.733137309551239,0.4165117144584656,0.6561905145645142,0.3922211527824402,0.6294035911560059,0.39430689811706543,0.7139813899993896,0.40843990445137024,0.7319697737693787,0.44995012879371643,0.6741311550140381,0.4331432580947876,0.6382100582122803,0.4252522885799408,0.6917943358421326,0.43063342571258545,0.7146136164665222,0.0
2526,0.431612104177475,0.8917309045791626,0.3806053698062897,0.8645898103713989,0.33427971601486206,0.7989128232002258,0.31835347414016724,0.734998345375061,0.34832024574279785,0.7102009057998657,0.35351547598838806,0.6621054410934448,0.32438817620277405,0.6385147571563721,0.3349992334842682,0.7113206386566162,0.3492412567138672,0.7274869680404663,0.3840426504611969,0.6535995602607727,0.356189101934433,0.6355992555618286,0.36487841606140137,0.7234567999839783,0.3808736801147461,0.733669638633728,0.4166676104068756,0.6611575484275818,0.3940173089504242,0.6290582418441772,0.39548617601394653,0.7133661508560181,0.4086209833621979,0.7341814637184143,0.45054832100868225,0.6808887124061584,0.43657445907592773,0.6362771987915039,0.42772701382637024,0.6873709559440613,0.43107280135154724,0.7129371762275696,0.0
2527,0.43146318197250366,0.893049955368042,0.3804050087928772,0.8644849061965942,0.33463814854621887,0.7985263466835022,0.31753993034362793,0.73557448387146,0.3470430076122284,0.709786593914032,0.35457757115364075,0.6587151885032654,0.3242846429347992,0.638252317905426,0.33577191829681396,0.7108467221260071,0.35087060928344727,0.7257533073425293,0.3851252496242523,0.6499068140983582,0.35625797510147095,0.635718584060669,0.3653055727481842,0.7233812212944031,0.381849080324173,0.7314174175262451,0.4178311824798584,0.6576480269432068,0.3945550322532654,0.6294057369232178,0.3960457444190979,0.7138522863388062,0.409794420003891,0.7322475910186768,0.45171475410461426,0.6778125762939453,0.4369610846042633,0.638425886631012,0.42857733368873596,0.6914926171302795,0.43321317434310913,0.7150421142578125,0.0
2528,0.4305580258369446,0.894037663936615,0.3802765905857086,0.8609223365783691,0.3356304466724396,0.7960990071296692,0.3202872574329376,0.7352311015129089,0.34971779584884644,0.7105602025985718,0.35773760080337524,0.6607842445373535,0.3286747634410858,0.6380352973937988,0.337993323802948,0.7102245688438416,0.3521609306335449,0.7253164649009705,0.3878868818283081,0.6532223224639893,0.3599527180194855,0.635601818561554,0.3669946491718292,0.7231517434120178,0.38319483399391174,0.7330607175827026,0.4200088381767273,0.6623258590698242,0.3981224000453949,0.6271811723709106,0.3969776928424835,0.7102092504501343,0.40935957431793213,0.7315441370010376,0.45307326316833496,0.6834608912467957,0.44144880771636963,0.6341158151626587,0.4312855303287506,0.680676281452179,0.4340750575065613,0.7044056057929993,0.0
2529,0.43215662240982056,0.8881737589836121,0.3843533992767334,0.8591545820236206,0.3398914337158203,0.7953066229820251,0.3239319324493408,0.7329697012901306,0.3524290919303894,0.706093430519104,0.36038142442703247,0.6567045450210571,0.3312534689903259,0.6332474946975708,0.34007829427719116,0.703929603099823,0.3536049723625183,0.7158973813056946,0.3901139497756958,0.6479401588439941,0.3609469532966614,0.6296154260635376,0.36712348461151123,0.7192241549491882,0.38316288590431213,0.728476345539093,0.4218982756137848,0.654367208480835,0.3987462818622589,0.6224725246429443,0.39747893810272217,0.7076383829116821,0.4100911617279053,0.7264710664749146,0.45565396547317505,0.6721510291099548,0.44287171959877014,0.6357063055038452,0.43291017413139343,0.6849189400672913,0.43646350502967834,0.7041796445846558,0.0
